;datetime;height;number;sample;name;ball;rate;combustion;combustion_bool;VIS3_peak_y;VIS3_base_y1;VIS3_base_y2;VIS3_base_width;VIS3_half_y1;VIS3_half_y2;VIS3_half_width;VIS3_integral;VIS3_slope_pos;VIS3_slope_neg;IR3_peak_y;IR3_base_y1;IR3_base_y2;IR3_base_width;IR3_half_y1;IR3_half_y2;IR3_half_width;IR3_integral;IR3_slope_pos;IR3_slope_neg;VIS1_peak_y;VIS1_base_y1;VIS1_base_y2;VIS1_base_width;VIS1_half_y1;VIS1_half_y2;VIS1_half_width;VIS1_integral;VIS1_slope_pos;VIS1_slope_neg;VIS2_peak_y;VIS2_base_y1;VIS2_base_y2;VIS2_base_width;VIS2_half_y1;VIS2_half_y2;VIS2_half_width;VIS2_integral;VIS2_slope_pos;VIS2_slope_neg;IR2_peak_y;IR2_base_y1;IR2_base_y2;IR2_base_width;IR2_half_y1;IR2_half_y2;IR2_half_width;IR2_integral;IR2_slope_pos;IR2_slope_neg;Mikro_peak_y;Mikro_base_y1;Mikro_base_y2;Mikro_base_width;Mikro_half_y1;Mikro_half_y2;Mikro_half_width;Mikro_integral;Mikro_slope_pos;Mikro_slope_neg;Piezo_peak_y;Piezo_base_y1;Piezo_base_y2;Piezo_base_width;Piezo_half_y1;Piezo_half_y2;Piezo_half_width;Piezo_integral;Piezo_slope_pos;Piezo_slope_neg;IR1_peak_y;IR1_base_y1;IR1_base_y2;IR1_base_width;IR1_half_y1;IR1_half_y2;IR1_half_width;IR1_integral;IR1_slope_pos;IR1_slope_neg
0;19-04-2023_09-20-29;40;1100;AgN3;AgN3_1100;15;100000;full;True;8,83521052117806;-0,006635110828608797;-0,006635110826203448;0,0002849568701930208;4,417605260589216;4,417605260589052;1,2131218678363925e-05;0,0002172475875979198;15961,218735184386;-10274,31922361338;7,05665617950803;-0,005239700457779478;-0,005239700457779478;0,00029214786350208644;3,528328089754016;3,528328089754016;1,1610187600997036e-05;0,00018727941693458017;12788,82307930928;-8120,534835617382;0,22668906281495255;-0,0018863372252750344;-0,0018863372252750335;0,00027021994151528374;0,11334453140747625;0,11334453140747625;2,0851259075256613e-05;1,0316938041648187e-05;408,9134975478745;-253,5831744626695;-0,2884264944520321;-0,0034619856344627687;-0,0034619856344627713;0,014123991415733289;-0,1442132472260161;-0,14421324722601608;0,01425547760582572;-2,0026436337499235e-06;-541,3924329595558;435,9195953106993;1,9188007583553732;-0,0045130485019375215;-0,0045130485019375215;0,0003227183469429461;0,9594003791776866;0,9594003791776864;1,9247828602002347e-05;7,136150439827413e-05;3452,45305977038;-2068,5956049891147;4,510975142407816;0,09247287091335273;0,09247287091335273;-0,02664496561600839;2,255487571203908;2,2554875712039077;0,04164403767777807;0,19064520234382004;624,0752842646525;-22,045314667809564;0,10664620841278354;0,000319338408982284;0,000319338408982284;0,1075286359237593;0,05332310420639173;0,05332310420639173;0,0006242853801832996;0,0001439666197133435;75,39022843569725;-7,491430538212654;2,912409510839316;0,007117265870760536;0,007117265870760536;0,00038709490190480544;1,456204755419658;1,456204755419658;6,195336269232749e-05;9,822142494321495e-05;5255,64021045622;-3586,8280292586815
1;19-04-2023_09-21-29;40;1101;AgN3;AgN3_1101;15;100000;full;True;12,16935159568467;0,01224003619480546;0,012240036200741334;0,00035993294398540377;6,0846757978424915;6,084675797842358;2,067819742893046e-05;0,000298858165575405;21909,049122969544;-15108,37962400187;10,859034346051763;0,010960327551652828;0,010960327551652828;0,0003769400444580187;5,429517173025881;5,429517173025881;2,080160877982779e-05;0,00027710440444274543;19618,031883644966;-13334,936671851412;0,39999647061650806;0,007327627256881401;0,007327627256881403;0,00031368997471905994;0,19999823530825403;0,19999823530825403;3,388553094392121e-05;1,506120587519272e-05;705,23207558177;-514,884835849529;0,3046200666290302;0,0084361640447424;0,008436164044742397;0,017242423137864775;0,15231003331451512;0,15231003331451506;0,016712307171780516;1,4245286879867713e-05;513,7080347324938;-415,6358691579969;2,978885731550406;0,009713315249890494;0,009713315249890494;0,00039157677285762884;1,4894428657752032;1,4894428657752028;3,195299021146653e-05;0,00010128502609628254;5341,905293237613;-3614,2919287868576;5,7625112374594565;0,06874148777167674;0,06874148777167674;-0,19841796119454713;2,8812556187297282;2,881255618729728;0,0565933763657652;0,17426099398490605;545,3803202453554;-0,5011184258641812;0,15678388634271698;0,00026622312947350923;0,00026622312947350923;0,1383997010624688;0,07839194317135843;0,07839194317135843;0,0005874255763440626;0,00021565071977783937;123,8393008221781;-9,864272538618748;2,703359179335872;0,008234985849299778;0,008234985849299778;0,0012393858370970986;1,351679589667936;1,351679589667936;0,0009364891291944439;9,022638880480526e-05;4868,037707424827;-3299,296898576439
2;19-04-2023_09-22-29;40;1102;AgN3;AgN3_1102;15;100000;full;True;9,219311242214214;-0,00509893573953898;-0,0050989357379659485;0,00028036430452028346;4,6096556211072475;4,609655621107123;1,2846034300061384e-05;0,0002238388296981096;16673,4983685948;-11022,65429454704;6,320667625925475;-0,003935694214167332;-0,003935694214167334;0,00027897272111606443;3,160333812962738;3,160333812962738;1,3342684851214779e-05;0,00016869670550238934;11467,630590768395;-7430,129454313935;0,24648049326480803;-0,0011885840333778217;-0,0011885840333778212;0,0002626162673691568;0,12324024663240402;0,12324024663240402;2,129745116794549e-05;1,0499599715724622e-05;446,82651375482476;-288,76330486720013;-0,2407465785665523;-0,0025870143755099342;-0,002587014375509937;0,010687981863327568;-0,1203732892832762;-0,1203732892832762;0,010780674478063386;-6,447392440270699e-07;-449,2270406432516;361,99723471006797;1,9589398908620907;-0,0034360576580787948;-0,0034360576580787948;0,00031245078408581855;0,9794699454310454;0,9794699454310452;2,0787366188655017e-05;7,16332637165827e-05;3536,346213842406;-2193,06742973681;4,591174843725652;0,09199326300816127;0,09199326300816127;0,005214481445472299;2,295587421862826;2,295587421862826;0,04307401317539532;0,21129228752510626;609,5407114633988;-23,869789002864373;0,12362590847219826;0,0003152127749819563;0,0003152127749819563;0,11182500840164067;0,06181295423609909;0,06181295423609909;0,0005659582883773309;0,00015690822045676058;90,11829159143912;-8,054686419271471;2,7548653535545338;0,0061542424190399875;0,0061542424190399875;0,00016877416644066947;1,3774326767772669;1,3774326767772669;-0,00013742714434258587;9,336554347670557e-05;4975,747872952074;-3420,8136022577164
3;19-04-2023_09-23-29;40;1103;AgN3;AgN3_1103;15;100000;full;True;9,993931515425679;0,0034441548862891315;0,0034441548916248144;0,00032220246570932945;4,99696575771305;4,996965757712866;1,5976060550198557e-05;0,00024875787065779933;17986,87047622641;-11855,374964691211;9,862739854717761;0,003375574456720002;0,0033755744567200057;0,000344768099897954;4,9313699273588805;4,9313699273588805;1,4695271294247798e-05;0,0002539540416772242;17821,764370836725;-11678,195046856466;0,298184415478171;0,002984215795760026;0,0029842157957600274;0,0002924848110165265;0,1490922077390855;0,1490922077390855;2,7256729309214936e-05;1,2489788276188612e-05;525,4474080427715;-359,4398331708387;0,029247503534651484;0,0029077308123851516;0,002907730812385151;0,01926677176652511;0,014623751767325818;0,014623751767325784;0,01908696969895325;6,367329334831001e-06;16,699186884386364;-15,032811175773958;2,4234632447790947;0,0030816956245705135;0,0030816956245705135;0,00036091601411430133;1,2117316223895471;1,211731622389547;2,428088556569323e-05;8,577684784853327e-05;4336,063767533203;-2763,5468256715617;5,085487029649419;0,0787222352732678;0,0787222352732678;-0,16405534503381128;2,5427435148247093;2,542743514824709;0,04810895889948424;0,1522880113365998;585,3226168766876;-7,500224535145723;0,11365128732374656;0,00029314036840824445;0,00029314036840824445;0,11761915720919794;0,05682564366187323;0,05682564366187323;0,0006685046114629955;0,00016736064079899733;85,40248944677745;-8,06176891151294;2,828624451438669;0,008567300167350465;0,008567300167350465;0,0011338943069594003;1,4143122257193346;1,4143122257193346;0,0008158976805027725;9,42973214919793e-05;5092,976751521826;-3433,4381882338703
4;19-04-2023_09-24-29;40;1104;AgN3;AgN3_1104;15;100000;full;True;9,33220580905619;-0,015346579997651266;-0,015346579996576931;0,00030429689840350097;4,666102904528302;4,666102904528117;1,0986546205368637e-05;0,0002280626429126128;16905,154012944928;-10624,876776344396;6,381032026086795;-0,012516769071361365;-0,012516769071361365;0,00030395184937456835;3,1905160130433985;3,1905160130433985;1,0722706184784525e-05;0,00017456173870909807;11600,24547603443;-7080,3191883428835;0,2081567459657674;-0,0057316331126912555;-0,005731633112691254;0,00029851522650237335;0,1040783729828837;0,1040783729828837;1,9513153505997004e-05;1,0383426074269808e-05;383,76294680827664;-212,0393407855891;-0,5637490277785612;-0,008644437099255445;-0,008644437099255449;0,013533771666451864;-0,2818745138892807;-0,28187451388928064;0,013742380876274532;-8,418292039729767e-06;-1032,2195462164416;832,3077347217252;1,8597642290236842;-0,01074726087974853;-0,01074726087974853;0,00034871478151540065;0,9298821145118421;0,9298821145118419;1,836777361955648e-05;7,246013672002017e-05;3361,3420793654477;-1882,2960708640303;4,395200978273344;0,10193107881110627;0,10193107881110627;0,05201277265220292;2,197600489136672;2,197600489136672;0,039963128176458675;0,228717208929728;679,8343169829327;-29,839385374354922;0,11098244839113942;0,0003344025482622035;0,0003344025482622035;0,11172319114789825;0,05549122419556968;0,05549122419556968;0,0006069972146099169;0,0001419923325260515;73,32707654137069;-7,702737521588432;3,4596257145741482;0,007404662448361493;0,007404662448361491;-2,2237906072443593e-05;1,7298128572870741;1,7298128572870741;-0,0004072303474055663;0,00011735129233737566;6250,658390147593;-4289,382839997304
5;19-04-2023_09-25-29;40;1105;AgN3;AgN3_1105;15;100000;full;True;15,72286297273607;0,005149154254306652;0,005149154257348383;0,0004317509130097012;7,861431486368135;7,861431486368051;2,3805804983369245e-05;0,00037717981322258655;28431,377958644178;-19810,83445970822;9,768091976960742;0,005294949663034017;0,005294949663034016;0,00041954481837702505;4,88404598848037;4,88404598848037;2,68654806832005e-05;0,0002562366993251116;17715,951701362625;-12220,841620993911;0,4845353225063303;0,004678200135067543;0,004678200135067543;0,00038388203424964554;0,24226766125316515;0,24226766125316515;3,828431353279715e-05;1,794826121351651e-05;872,6286578485227;-622,4223015785892;0,07702747895583006;0,004474665606467124;0,00447466560646712;0,010601625458235871;0,038513739477915046;0,03851373947791499;0,009836648057743072;1,0649852002667581e-05;121,2280483831333;-97,38500891879886;3,456374292165057;0,004953500963447178;0,004953500963447178;0,0004639628378887379;1,7281871460825287;1,7281871460825284;3,940452247900075e-05;0,00011926222830583242;6249,418012204183;-4216,909788399679;6,288186818318385;0,07719754816040135;0,07719754816040135;-0,04360565375737958;3,1440934091591926;3,1440934091591926;0,06314595032702462;0,29302507498631447;602,4215162493302;-10,914628064728184;0,2255686653778138;0,0002653085350982854;0,0002653085350982854;0,17186572784189894;0,11278433268890686;0,11278433268890686;0,000413443118272396;0,0002729338251255144;172,87787156466752;-12,652646013534925;3,5149821574179567;0,007514441234730459;0,0075144412347304575;0,0003078910158161628;1,7574910787089784;1,7574910787089784;-8,0667349344586e-05;0,00011955930943944324;6353,242685206428;-4404,250803395287
6;19-04-2023_09-26-29;40;1106;AgN3;AgN3_1106;15;100000;full;True;12,914844527501863;-0,0008271675587582525;-0,0008271675548188924;0,0003889429863011241;6,45742226375112;6,457422263750956;1,8961188719437528e-05;0,0003150807485474446;23324,952039610358;-15634,215953098394;9,84559811591991;4,472463127999475e-05;4,472463127999475e-05;0,0003946460232667415;4,922799057959955;4,922799057959955;1,9470386655509024e-05;0,00025802788710452225;17835,16547873269;-11774,613200939664;0,37219799534273035;0,0015596834257570681;0,001559683425757069;0,0003561329021996943;0,18609899767136517;0,18609899767136517;3,187837259003181e-05;1,5160937924125153e-05;667,506249472373;-452,56908533390856;-0,10836373336076367;0,0006624868475533811;0,0006624868475533794;0,016357093513942638;-0,054181866680381836;-0,05418186668038185;0,015942662077453734;4,621814270897945e-06;-222,53263515283504;178,94633995854218;2,8903309375528723;0,00036199668317397687;0,00036199668317397687;0,0004305714247163107;1,4451654687764364;1,445165468776436;3,063290773779773e-05;0,0001029329745789016;5205,238822630214;-3334,842627599231;5,5888499912577485;0,08292879961830708;0,08292879961830707;-0,08043135379223013;2,794424995628874;2,794424995628874;0,05407201211378611;0,23136900386376802;629,0188693227758;-12,192224485682225;0,1632882463102508;0,00028881933839338856;0,00028881933839338856;0,14469153389867723;0,08164412315512534;0,08164412315512534;0,0005614933279839887;0,00021268928899690134;120,74457298068828;-10,181233013682414;3,5241834849381197;0,008666080715701215;0,008666080715701215;0,000625386625131225;1,7620917424690599;1,7620917424690599;0,00023271356404760304;0,00011892118989604631;6360,564976961887;-4353,129114684372
7;19-04-2023_09-27-29;40;1107;AgN3;AgN3_1107;15;100000;full;True;16,745980889886603;0,00933651029561353;0,009336510301752405;0,00048325908830398727;8,37299044494348;8,372990444943326;2,6363494997008773e-05;0,00040750638183962277;30216,717705156057;-20818,833906217897;12,97235212904241;0,00896768402713041;0,00896768402713041;0,0004912421900951557;6,486176064521205;6,486176064521205;2,7774326418127264e-05;0,00033513519638720546;23475,796679793526;-15948,799389899195;0,5269730862951006;0,00692835202049728;0,006928352020497281;0,00042789822039056;0,2634865431475503;0,2634865431475503;4,357453888943679e-05;1,997169379029131e-05;938,6742767666705;-672,3269130436877;0,20936029439376935;0,00737818506196587;0,007378185061965868;0,018885305486792698;0,1046801471968847;0,10468014719688465;0,01788639491385734;1,4454096378535733e-05;341,74071928232866;-276,2209850991279;3,891379381416216;0,00835414805719098;0,00835414805719098;0,0005254262852034479;1,9456896907081083;1,9456896907081078;4,245801436481603e-05;0,00013395512859865603;7003,580075692514;-4694,239417271889;6,724611922174915;0,06865562437438466;0,06865562437438466;-0,1735466111025575;3,3623059610874577;3,3623059610874577;0,06734044130045383;0,253056802090762;606,082938021759;1,5579010497177954;0,21776216421854006;0,00025076819816453335;0,00025076819816453335;0,17975715426152572;0,10888108210926997;0,10888108210926997;0,0005073453585713692;0,0002823991018741052;167,13049347284257;-12,765381997464283;3,8623493571695073;0,010071197271841414;0,010071197271841413;0,0010683447523462692;1,9311746785847537;1,9311746785847537;0,0006380656204518255;0,00013005602115179728;6967,980653621866;-4768,152794740751
8;19-04-2023_09-28-29;40;1108;AgN3;AgN3_1108;15;100000;full;True;14,751580907234928;0,038711646524094936;0,038711646530130574;0,0003548756829275459;7,3757904536174;7,375790453617466;2,9241789882247673e-05;0,00035250960382154044;26552,163753303113;-20080,553167016984;10,660799406769954;0,03337270229779491;0,03337270229779491;0,0003518805830512943;5,330399703384976;5,330399703384976;3,3436660140379775e-05;0,00026358315024991734;19233,588335742832;-14480,785623847763;0,5889812923781893;0,019532242124818744;0,019532242124818744;0,00026964118850257806;0,29449064618909465;0,29449064618909465;4,3860067210583524e-05;1,80808764474937e-05;1036,4816178510162;-838,1859802574318;1,1360161773696416;0,02436318825114716;0,024363188251147163;0,005795375475909416;0,568008088684821;0,5680080886848208;0,004682880355647565;3,5820430203042744e-05;2023,4537294148417;-1632,5882180586525;3,743280409839404;0,028927225973503168;0,028927225973503168;0,0003524401911708918;1,8716402049197023;1,871640204919702;4,5563790090866616e-05;0,00011596053381633839;6736,092751765497;-5117,901807332864;6,853795795424707;0,043134604707881004;0,043134604707881004;-0,2551888435731578;3,4268978977123536;3,4268978977123536;0,07188908457687698;0,20106722229820906;378,195756132842;12,715670738070951;0,24435122557239763;0,0002043327796179117;0,0002043327796179117;0,1657775295131753;0,12217561278619876;0,12217561278619876;0,00035729751416729773;0,00030572703176787066;209,55502950629423;-13,039583333837335;1,2846371297764811;0,004582506309686013;0,004582506309686014;0,0013039143728082625;0,6423185648882406;0,6423185648882406;0,0011627146219282155;4,2893010626862045e-05;2310,8943812783305;-1613,2801118081798
9;19-04-2023_09-29-29;40;1109;AgN3;AgN3_1109;15;100000;full;True;14,751580907234928;0,038711646524094936;0,038711646530130574;0,0003548756829275459;7,3757904536174;7,375790453617466;2,9241789882247673e-05;0,00035250960382154044;26552,163753303113;-20080,553167016984;10,660799406769954;0,03337270229779491;0,03337270229779491;0,0003518805830512943;5,330399703384976;5,330399703384976;3,3436660140379775e-05;0,00026358315024991734;19233,588335742832;-14480,785623847763;0,5889812923781893;0,019532242124818744;0,019532242124818744;0,00026964118850257806;0,29449064618909465;0,29449064618909465;4,3860067210583524e-05;1,80808764474937e-05;1036,4816178510162;-838,1859802574318;1,1360161773696416;0,02436318825114716;0,024363188251147163;0,005795375475909416;0,568008088684821;0,5680080886848208;0,004682880355647565;3,5820430203042744e-05;2023,4537294148417;-1632,5882180586525;3,743280409839404;0,028927225973503168;0,028927225973503168;0,0003524401911708918;1,8716402049197023;1,871640204919702;4,5563790090866616e-05;0,00011596053381633839;6736,092751765497;-5117,901807332864;6,853795795424707;0,043134604707881004;0,043134604707881004;-0,2551888435731578;3,4268978977123536;3,4268978977123536;0,07188908457687698;0,20106722229820906;378,195756132842;12,715670738070951;0,24435122557239763;0,0002043327796179117;0,0002043327796179117;0,1657775295131753;0,12217561278619876;0,12217561278619876;0,00035729751416729773;0,00030572703176787066;209,55502950629423;-13,039583333837335;1,2846371297764811;0,004582506309686013;0,004582506309686014;0,0013039143728082625;0,6423185648882406;0,6423185648882406;0,0011627146219282155;4,2893010626862045e-05;2310,8943812783305;-1613,2801118081798
